movieId,actors,director,music,screenwriter
1252,"['John Travolta', 'James Gandolfini', 'Salma Hayek', 'Jared Leto', 'Laura Dern', 'Michael Gaston', 'Dan Byrd', 'Alice Krige', 'Dagmara Domińczyk', 'Bailee Madison', 'Bruce MacVittie', 'John Doman', 'Ellen Travolta', 'Jason Gray-Stanford', 'Sam Travolta', 'Jonathan Rau']",['Todd Robinson'],[],['Todd Robinson']
1250,"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley', 'Donal Logue', 'Sam Elliott', 'Peter Fonda', 'Brett Cullen', 'Matt Long', 'Raquel Alessi', 'Tony Ghosthawk', 'Hugh Sexton', 'Marcus Jones', 'Matt Norman', 'Lawrence Cameron Steele', 'Eddie Baroo', 'Jessica Napier', 'Rebel Wilson', 'Daniel Fredericsen', 'Mathew Wilkinson']",['Mark Steven Johnson'],['Christopher Young'],['Mark Steven Johnson']
3594,"['Jim Carrey', 'Virginia Madsen', 'Logan Lerman', 'Danny Huston', 'Lynn Collins', 'Mark Pellegrino', 'Rhona Mitra', 'David Stifel', 'Corey Stoll', 'Michelle Arthur', 'Paul Butcher', 'Ed Lauter', 'Troy Kotsur', 'Patricia Belcher', 'Lesli Margherita', 'Shakti Shannon', 'Tara Karsian']",['Joel Schumacher'],['Harry Gregson-Williams'],['Fernley Phillips']
4638,"['Simon Pegg', 'Nick Frost', 'Jim Broadbent', 'Paddy Considine', 'Rafe Spall', 'Kevin Eldon', 'Olivia Colman', 'Karl Johnson', 'Bill Bailey', 'Timothy Dalton', 'Edward Woodward', 'Billie Whitelaw', 'Eric Mason', 'Stuart Wilson', 'Paul Freeman', 'Rory McCann', 'Kenneth Cranham', 'Maria Charles', 'Peter Wight', 'Julia Deakin', 'Trevor Nichols', 'Elizabeth Elvin', 'Patricia Franklin', 'Lorraine Hilton', 'Tim Barlow', 'Anne Reid', 'Ben McKay', 'Adam Buxton', 'David Threlfall', 'Lucy Punch', 'David Bradley', 'Ron Cook', 'Stephen Merchant', 'Alice Lowe', 'Martin Freeman', 'Steve Coogan', 'Bill Nighy', 'Peter Jackson', 'Cate Blanchett', 'Garth Jennings', 'Edgar Wright', 'Robert Popper', 'Joe Cornish', 'Chris Waitt', 'Colin Michael Carmichael']",['Edgar Wright'],['David Arnold'],"['Edgar Wright', 'Simon Pegg']"
1253,"['Jude Law', 'Juliette Binoche', 'Vera Farmiga', 'Robin Wright', 'Martin Freeman', 'Rafi Gavron', 'Poppy Rogers', 'Ray Winstone', 'Ed Westwick', 'Anna Chancellor', 'Lisa Kay', 'Juliet Stevenson', 'Mark Benton', 'Velibor Topic', 'Eleanor Matsuura']",['Anthony Minghella'],[],['Anthony Minghella']
1271,"['Gerard Butler', 'Lena Headey', 'Dominic West', 'David Wenham', 'Vincent Regan', 'Michael Fassbender', 'Tom Wisdom', 'Andrew Tiernan', 'Andrew Pleavin', 'Rodrigo Santoro', 'Giovani Cimmino', 'Tyler Neitzel', 'Stephen McHattie', 'Eli Snyder', 'Tim Connolly', 'Marie-Julie Rivest', 'Peter Mensah', 'Arthur Holden', 'Michael Sinelnikoff', 'Kelly Craig', 'Greg Kramer', 'Alex Ivanovici', 'Tom Rack', 'David Francis', 'James Bradford', 'Sebastian St. Germain', 'John Dunn-Hill', 'Dennis St John', 'Neil Napier', 'Dylan Smith', 'Maurizio Terrazzano', 'Kwasi Songui', 'Alexandra Beaton', 'Frédéric Smith', 'Loucas Minchillo', 'Nicholas Minchillo', 'Andrew Shaver', 'Marcel Jeannin', 'Robin Wilcock', 'Robert Paradis', 'Jere Gillis', 'Jeremy Thibodeau', 'Tyrone Benskin', 'Robert Maillet', 'Patrick Sabongui', 'David Schaap', 'Leon Laderach', 'Dave Lapommeray', 'Vervi Mauricio', 'Charles Papasoff', 'Isabelle Champeau', 'Veronique-Natale Szalankiewicz', 'Maéva Nadon', 'David Thibodeau', 'Jean Michel Paré', 'Stewart Myiow', 'Andreanne Ross', 'Sara Giacalone', 'Ariadne Bourbonnière', 'Isabelle Fournel', 'Sandrine Merette-Attiow', 'Danielle Hubbard', 'Elisabeth Etienne', 'Ruan Vibegaard', 'Genevieve Guilbault', 'Bonnie Mak', 'Amélie Sorel', 'Caroline Aspirot', 'Gina Gagnon', 'Tania Trudell', 'Stéphanie Aubry', 'Mercedes Leggett', 'Stephania Gambaroff', 'Chanelle Lamothe', 'Sabrina-Jasmine Guilbault', 'Manny Cortez Tuazon', 'Atif Y. Siddiqi', 'Camille Rizkallah', 'Trudi Hanley', 'Neon Cobran', 'Gary A. Hecker', 'Devin Delorme', 'Deke Richards', 'Darren Shahlavi', 'Marc Trottier', 'Duy Vo Van', 'Agnieshka Wnorowska']",['Zack Snyder'],['Tyler Bates'],"['Zack Snyder', 'Kurt Johnstad', 'Michael B. Gordon']"
1255,"['Song Kang-ho', 'Park Hae-il', 'Bae Doona', 'Ko Ah-sung', 'Byun Hee-bong', 'Scott Wilson', 'Paul Lazar']",['Bong Joon-ho'],['Byungwoo Lee'],"['Bong Joon-ho', 'Chul-hyun Baek']"
2355,"['Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith', 'Liv Tyler', 'Saffron Burrows', 'Donald Sutherland', 'Robert Klein', 'Melinda Dillon', 'Mike Binder', 'Jonathan Banks', 'Rae Allen', 'Paula Newsome', 'John de Lancie', 'Paul Butler', 'Camille LaChe Smith', 'Imani Hakim', 'Denise Dowse', 'Anthony Chisholm', 'B. J. Novak', 'Jessica Golden', 'Ted Raimi', 'Harris Peet', 'Molly Binder', 'Tommy Nohilly', 'Robert Harvey', 'Nick Taylor', 'M.D. Walton', 'Chad Brigockas', 'Elizabeth Andrews', 'Neal Young', 'Lela Loren']",['Mike Binder'],['Rolfe Kent'],['Mike Binder']
1273,"['Chris Evans', 'Sarah Michelle Gellar', 'Mako', 'Kevin Smith', 'Patrick Stewart', 'Zhang Ziyi', 'Laurence Fishburne', 'Mitchell Whitfield', 'James Arnold Taylor', 'Mikey Kelley', 'Nolan North', 'John DiMaggio', 'Paula Mattioli', 'Kevin Michael Richardson', 'Fred Tatasciore']",['Kevin Munroe'],[],[]
1267,"['Tom Selleck', 'Laurie Metcalf', 'Angela Bassett', 'Nicole Sullivan', 'Harland Williams', 'Daniel Hansen', 'Jordan Fry', 'Matthew Josten', 'John H. H. Ford', 'Dara McGarry', 'Tom Kenny', 'Don Hall', 'Paul Butcher', 'Tracey Miller-Zarneke', 'Wesley Singerman', 'Jessie Flower', 'Stephen J. Anderson', 'Ethan Sandler', 'Nathan Greno', 'Kelly Hoover', 'Adam West', 'Aurian Redson', 'Joseph Mateo', 'Joe Whyte']",['Stephen J. Anderson'],[],['Michelle Bochner']
1272,"['Cillian Murphy', 'Rose Byrne', 'Chris Evans', 'Michelle Yeoh', 'Cliff Curtis', 'Hiroyuki Sanada', 'Troy Garity', 'Benedict Wong', 'Mark Strong', 'Chipo Chung', 'Paloma Baeza', 'Archie Macdonald']",['Danny Boyle'],[],['Alex Garland']
1590,"['Ed Harris', 'Diane Kruger', 'Matthew Goode', 'Phyllida Law', 'Ralph Riach', 'Bill Stewart', 'Angus Barnett', 'Viktoria Dihen', 'Matyelok Gibbs']",['Agnieszka Holland'],[],"['Christopher Wilkinson', 'Stephen J. Rivele']"
1407,"['Marion Cotillard', 'Sylvie Testud', 'Pascal Greggory', 'Emmanuelle Seigner', 'Jean-Paul Rouve', 'Gérard Depardieu', 'Clotilde Courau', 'Jean-Pierre Martins', 'Catherine Allégret', 'Marc Barbé', 'Caroline Sihol', 'Manon Chevallier', 'Pauline Burlet', 'Elisabeth Commelin', 'André Penvern', 'Marie-Armelle Deguy', 'Valérie Moreau', 'Marc Gannot', 'Jean-Paul Muel', 'Nathalie Dorval', 'Caroline Raynaud', 'Christophe Odent', 'Harry Hadden-Paton', 'Cylia Malki', 'Édith Le Merdy', 'Denis Ménochet', 'Josette Ménard', 'Dominique Paturel', 'Nicholas Pritchard', 'William Armstrong', 'Aubert Fenoy', 'Mario Hacquard', 'Agathe Bodin', 'Olivier Cruveiller', 'Ashley Wanninger', 'Laurent Schilling', 'Dominique Bettenfeld', 'Alban Casterman', 'Sébastien Tavel', 'Nicole Dubois', 'Martin Janis', 'Eric Franquelin', 'Marc Chapiteau', 'Maureen Demidof', 'Pierre Peyrichout', 'Liliane Cebrian', 'Paulina Nemcova', 'Jean-Jacques Desplanque', 'Alain Figlarz', 'Nathalie Cox', 'Pierre Derenne', 'Emy Lévy', 'Olivier Raoux', 'Philippe Bricard', 'Pier Luigi Colombetti', 'Rodolphe Saulnier', 'Fabien Duval', 'Nicolas Simon', 'Jil Aigrot', 'Stéphane Bern']",['Olivier Dahan'],['Christopher Gunning'],"['Olivier Dahan', 'Isabelle Sobelman']"
1441,"['Morgan Freeman', 'John Cusack', 'Alice Krige', 'Megan Dodds', 'Corey Johnson', 'Jonathan Hyde', 'Bill Smitrovich', 'Anthony Warren', 'Ned Bellamy', 'Thomas Lockyer', 'Gary Whelan', 'Ian Shaw', 'Mark Johnson', 'Jamie Anderson']",['Bruce Beresford'],[],[]
1268,"['Rowan Atkinson', 'Max Baldry', 'Emma de Caunes', 'Willem Dafoe', 'Karel Roden', 'Steve Pemberton', 'Jean Rochefort', 'Michel Winogradoff']",['Steve Bendelack'],[],"['Robin Driscoll', 'Hamish McColl']"
1950,"['Eric Bana', 'Drew Barrymore', 'Robert Duvall', 'Debra Messing', 'Robert Downey Jr.', 'Phyllis Somerville', 'Horatio Sanz', 'Michael Shannon']",['Curtis Hanson'],['Christopher Young'],"['Eric Roth', 'Curtis Hanson']"
27904,"['Arkanae Cherkam', 'Jaruchai Iamaram', 'Sakda Kaewbuadee', 'Nantarat Sawaddikul', 'Sophon Pukanok', 'Jenjira Pongpas']",['Apichatpong Weerasethakul'],[],[]
2269,"['Konstantin Khabenskiy', 'Mariya Poroshina', 'Vladimir Menshov', 'Galina Tyunina', 'Zhanna Friske', 'Viktor Verzhbitskiy', 'Dmitriy Martynov', 'Nurzhuman Ikhtymbayev', 'Aleksei Maklakov', 'Aleksandr Samoylenko', 'Yuriy Kutsenko', 'Irina Yakovleva', 'Georgiy Dronov', 'Nikolay Olyalin', 'Valeriy Zolotukhin', 'Rimma Markova', 'Anna Slyusareva', 'Igor Lifanov', 'Mariya Mironova', 'Anna Dubrovskaya', 'Sergey Ovchinnikov', 'Anton Stepanenko', 'Sergey Trofimov', 'Aleksey Chadov']",['Timur Bekmambetov'],['Yuriy Poteenko'],['Aleksandr Talal']
2976,"['John Travolta', 'Michelle Pfeiffer', 'Christopher Walken', 'James Marsden', 'Queen Latifah', 'Nikki Blonsky', 'Zac Efron', 'Amanda Bynes', 'Elijah Kelley', 'Brittany Snow', 'Allison Janney', 'Taylor Parks', 'Jayne Eastwood', 'Paul Dooley', 'Jerry Stiller', 'Darren Frost', 'John Waters', 'Joe Parro', 'Nick Loren', 'Bryan Hindle', 'Sheldon Smith', 'Greg Farkas', 'Bruce McFee', 'Christian Hagen', 'John Andersen', 'Neil Crone', 'George King', 'James Kirchner', 'Brendan Wall', 'Ted Ludzik', 'Ron Pardo', 'Geri Hall', 'Seth Howard', 'Ricki Lake', 'Adam Shankman', 'Marc Shaiman', 'Scott Wittman', 'Anne Fletcher', 'Joey Pizzi', 'Zachary Woodlee', 'Laura Edwards', 'Becca Sweitzer', 'Cassie Silva', 'Tiffany Engen', 'Brooke Engen', 'Sarah Jayne Jensen', 'Hayley Podschun', 'Nick Baga', 'Curtis Holbrook', 'J.P. Ferreri', 'Spencer Liff', 'Phillip Spaeth', 'Tabitha Lupien', 'Kelly Fletcher', 'Jesse Weafer', 'Corey Gorewicz', 'Josh Feldman', 'Everett Smith', 'Ariel Reid', 'Whitney Brown', 'Jason Dolphin', 'Anthony Carr', 'Chris Andrew Robinson', 'Sarah Francis', 'Starr Domingue', 'Shawn Byfield', 'Shane Simpson', 'Jade Anderson', 'Rhonda Roberts', 'Jennifer Abbey', 'Sherisse Springer', 'Vanessa Cobham', 'Eboni Nichols', 'Holly Alexis Hyman', 'Jamal Sims', 'Damon Butler', 'Stephen Boss', 'Marc Spaulding', 'Arike Rice', 'Tanee McCall', 'Nadine Ellis', 'Reggie Jackson', 'Tramaine Montell Ford', 'Khetanya Henderson', 'Loriel Hennington', 'Daniel Dyer', 'Kristen Munro', 'Ingrid Gaynor', 'Stacey Martino', 'Sal Scozzari', 'Charles Seminerio', 'Alison Smyth', 'Christine Moore', 'Emily Andrews', 'Julianne Jackson', 'Laura Lawson', 'Melissa Leifer', 'Janelle Hutchison', 'Jenny Parsons', 'Susan Henley', 'Gerry Mendicino', 'Nick Settimi', 'Kyle Golemba', 'Tiffany Green', 'Rachael Dolan', 'Kristina Uranowski', 'Charlotte Szivak', 'Deborah Overes', 'Mary McCandless', 'Sharron Matthews', 'Jeffrey James', 'Carla Guiliani', 'Chantelle Leonardo', 'Melissa Williams', 'Krystal Kiran', 'Jessica Dawson', 'Sheri Godfrey', 'Jessica Keeling', ""Romina D'Ugo"", 'Julia Juhas', 'Cindy Willems', 'Faye Rauw', 'Niky Johnson', 'Shannon Whelan', 'Diana Coatsworth', 'Keri Tkacz', 'Krista Leis', 'Sammy Rosen', 'Stephen Findlay', 'Mike Cota', 'Dennis Lupien', 'Serge Kushnier', 'Austin Di Iulio', 'Chad McFadden', 'Ted Banfalvi', 'Shaun Amyot', 'Blaine Totten', 'Glen Kerr', 'Paul Gordon', 'Gerard McIsaac', 'Josh Epstein', 'Derek Gilroy', 'A. Frank Ruffo', 'Darcy Evans', 'Marc Kimelman', 'Larry Mannell', 'Wally Michaels', 'Matthew Caruso', 'Lyne Tremblay', 'Mary Pitt', 'Janice Luey', 'Dondraico Johnson']",['Adam Shankman'],[],"['John Waters', 'Leslie Dixon']"
1562,"['Imogen Poots', 'Robert Carlyle', 'Rose Byrne', 'Jeremy Renner', 'Harold Perrineau', 'Catherine McCormack', 'Idris Elba', 'Mackintosh Muggleton', 'Amanda Walker', 'Shahid Ahmed', 'Garfield Morgan', 'Emily Beecham', 'Beans El-Balawi', 'Meghan Popiel', 'Stewart Alexander', 'Philip Bulcock', 'Chris Ryman', 'Tristan Tait', 'William Meredith', 'Matt Reeves', 'Thomas Garvey', 'Tom Bodell', 'Andrew Byron', 'Sarah Finigan', 'Roderic Culver', 'Maeve Malley-Ryan', 'Ed Coleman', 'Karen Meagher', 'Amanda Lawrence', 'Drew Rhys-Williams', 'Raymond Waring', 'Kish Sharma', 'Jane Thorne', 'Dean Alexandrou', 'Didier Dell Benjamin', 'Gareth Clarke', 'James Fiddy', 'Tommy Gunn', 'Daniel Jefferson', 'Debbie Kurup', 'Selina Lo', 'João Costa Menezes', 'Jane Osborn', 'Jude Poyer', 'Joseph Ripley', 'Simon Delaney', 'Stuart Adams', 'Daniel Baggs', 'Katie Borland', 'Jason Curle', 'Laine Edwards', 'Pip Henderson']",['Juan Carlos Fresnadillo'],[],"['Juan Carlos Fresnadillo', 'Enrique López Lavigne', 'Rowan Joffe', 'Jesús Olmo']"
3489,"['Al Pacino', 'Alicia Witt', 'Leelee Sobieski', 'Amy Brenneman', 'William Forsythe', 'Deborah Kara Unger', 'Ben McKenzie', 'Neal McDonough', 'Leah Cairns', 'Stephen Moyer', 'Christopher Redman', 'Brendan Fletcher', 'Paul Campbell', 'Victoria Tennant', 'Tim Perez']",['Jon Avnet'],['Ed Shearmur'],['Gary Scott Thompson']
2359,"['Michael Moore', 'George W. Bush', 'Bill Clinton', 'Hillary Clinton', 'Billy Crystal', 'Tony Benn']",['Michael Moore'],"[""Erin O'Hara""]",[]
442,"['Niklas Ulfvarson', 'Max Enderfors', 'Tommy Vallikari', 'Andreas af Enehjelm', 'Jarmo Mäkinen', 'Kati Outinen', 'Tarja-Tuulikki Tarsala', 'Björn Kjellman', 'Göran Forsmark', 'Lisa Lindgren', 'Sten Ljunggren', 'Annika Marklund', 'Lennart Jähkel', 'Fredrik Hammar']",['Reza Bagher'],"['Halfdan E', 'Lars Daniel Terkelsen']","['Reza Bagher', 'Erik Norberg']"
2959,"['Robin Williams', 'Mandy Moore', 'John Krasinski', 'Eric Christian Olsen', 'Christine Taylor', 'Josh Flitter', 'DeRay Davis', 'Peter Strauss', 'Grace Zabriskie', 'Roxanne Hart', 'Mindy Kaling', 'David Quinlan', 'Angela Kinsey']",['Ken Kwapis'],['Christophe Beck'],"['Kim Barker', 'Tim Rasmussen', 'Vince Di Meglio']"
81847,"['Richard Barthelmess', 'Douglas Fairbanks Jr.', 'Neil Hamilton', 'Frank McHugh', 'Clyde Cook', 'James Finlayson', 'Howard Hawks', ""Dave O'Brien""]",['Howard Hawks'],['Rex Dunn'],[]
35,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria', 'Harry Shearer', 'Kelsey Grammer', 'Maile Flanagan', 'Pamela Hayden', 'Marcia Wallace', 'Joe Mantegna', 'Tom Hanks', 'Billie Joe Armstrong', 'Mike Dirnt', 'Tre Cool', 'Tress MacNeille', 'Albert Brooks', 'Russi Taylor', 'Karl Wiedergott', 'Maggie Roswell', 'Philip Rosenthal']",['David Silverman'],['Hans Zimmer'],"['Matt Groening', 'James L. Brooks', 'Sam Simon', 'Jon Vitti', 'David Mirkin', 'Mike Reiss', 'Al Jean', 'George Meyer', 'Mike Scully', 'Ian Maxtone-Graham', 'Matt Selman', 'John Swartzwelder']"
3638,"['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade', 'Bob Balaban', ""Brían F. O'Byrne"", 'Lily Rabe', 'Eric Silver', 'Arija Bareikis', 'Zoë Kravitz', 'John McMartin', 'Celia Weston', 'Matthew Rauch', 'Katherine Sigismund', 'Dearbhla Molloy', 'Stephanie Berry']",['Scott Hicks'],[],['Carol Fuchs']
1721,"['Alexander Allerson', 'Bud Spencer', 'Terence Hill', 'Cyril Cusack', 'Reinhard Kolldehoff', 'Carlos Muñoz', 'Riccardo Pizzuti', 'Marcello Verziera']",['Giuseppe Colizzi'],"['Guido De Angelis', 'Maurizio De Angelis']","['Giuseppe Colizzi', 'Barbara Alberti', 'Amedeo Pagani']"
5956,"['Sam Rockwell', 'Vera Farmiga', 'Jacob Kogan', 'Celia Weston', 'Dallas Roberts', 'Michael McKean', 'Randy Ryan ']",['George Ratliff'],[],"['George Ratliff', 'David Gilbert']"
1127,"['Candela Peña', 'Micaela Nevárez', 'Mariana Cordero', 'Llum Barrera', 'Violeta Pérez', 'Mònica Van Campen', 'Flora Álvarez', 'María Ballesteros', 'Alejandra Llorente', 'Luis Callejo', 'Antonio Durán Morris', 'Pere Arquillué', 'Pepa Aniorte', 'Alberto Ferreiro', 'Enrique Villén']",['Fernando León de Aranoa'],"['Alfonso Vilallonga', 'Manu Chao']",['Fernando León de Aranoa']
1393,"['Batchuluun Urjindorj', 'Buyandulam Daramdadi', 'Nansal Batchuluun', 'Nansalmaa Batchuluun']",['Byambasuren Davaa'],['Börte'],['Byambasuren Davaa']
2701,"['Richard Harris', 'Barbara Hershey', 'Vittorio Gassman', 'Carolina Rosi', 'Andrea Prodan', 'Gottfried John', 'Kevin McNally', 'Simona Ferraro', 'Tom Radcliffe', 'Jude Alderson', 'Evelina Meghnagi', 'Danny Mertsoy', 'Giuseppe Peluso', 'Timur Yusef', 'Taylor Scipio', 'Paolo Bonacelli', 'Mattia Sbragia', 'Christian Kohlund', 'Vincent Riotta', 'Renato Scarpa', 'Mario Erpichini', 'Emidio La Vella', 'Orso Maria Guerrini', 'Francesco Carnelutti', 'Mauro Marino', 'Maurizio Benazzo', 'Paco Reconti', 'Aziz Khaldoun', 'Rodolfo Corsato', 'Francesco Siciliano', 'Nadim Sawalha', 'Joel Proust', 'John McEnery', 'Maximilian Schell']",['Joseph Sargent'],"['Ennio Morricone', 'Marco Frisina']",['Robert McKee']
2082,"['Malcolm McDowell', 'Brad Dourif', 'Daeg Faerch', 'Tyler Mane', 'Scout Taylor-Compton', 'Sheri Moon Zombie', 'William Forsythe', 'Danielle Harris', 'Kristina Klebe', 'Udo Kier', 'Danny Trejo', 'Skyler Gisondo', 'Tom Towles', 'Bill Moseley', 'Leslie Easterbrook', 'Richard Lynch', 'Lew Temple', 'Pat Skipper', 'Ken Foree', 'Sybil Danning', 'Micky Dolenz', 'Daniel Roebuck', 'Sid Haig', 'Hanna Hall', 'Dee Wallace', 'Steve Boyles', 'Clint Howard', 'Jenny Gregg Stewart', 'Adam Weisman', 'Sydnie Pitzer', 'Myla Pitzer', 'Stella Altman', 'Max Van Ville', 'Nick Mennell', 'Daryl Sabara', 'Richmond Arquette']",['Rob Zombie'],['Tyler Bates'],"['Debra Hill', 'John Carpenter', 'Rob Zombie']"
1845,"['Julie Delpy', 'Adam Goldberg', 'Daniel Brühl', 'Adan Jodorowsky', 'Alexandre Nahon', 'Albert Delpy', 'Alexia Landeau', 'Vanessa Seward', 'Marie Pillet', 'Charlotte Maury-Sentier', 'Thibault De Lussy', 'Sandra Berrebi', 'Arnaud Beunaiche', 'Ludovic Berthillot', 'Chick Ortega', 'Patrick Chupin', 'Antar Boudache', 'Hubert Toint', 'René-Alban Fleury', 'Pierre Alloggia', 'Jean-François Perrone', 'Bela Grushka', 'Benjamin Baroche']",['Julie Delpy'],[],['Julie Delpy']
2335,"['Samy Naceri', 'Frédéric Diefenthal', 'Emma Wiklund', 'Edouard Montoute', 'Jean-Christophe Bouvet', 'Jean-Luc Couchard', 'François Damiens', 'Mourade Zeguendi', 'Miguel Eduardo Cueva', 'Bernard Farcy', 'Driss Spinosa', 'Mermoz Melchior', 'Frédérique Tirmont', 'Djibril Cissé', ""Patrick Poivre d'Arvor"", 'Johnson Douyard', 'Boris Napes', 'Marc Andréoni', 'Jean-Louis Barcelona', 'Paul Bebga', 'Jean-François Palaccio', 'Gilbert Bourguignon', 'Stéphane Dausse', 'Husky Kihal', 'Jan Rouiller', 'Alexandre Le Provost', 'Gérard Pinter', 'Alexandre de Seze', 'Jean-Claude Dumas', 'René Brunie', 'Hausman Hugues', 'Sidney Zaoui', 'Frédéric Restagno', 'Vincent Joncquez', 'Jean-François Fagour', 'Jil Milan', 'Olivier Ledauphin', 'Bernard Destouches', 'Henri Cohen', 'Pierre Cuer', 'Michel Neugarten', 'Laurent Dallias', 'Iván González', 'Jean-François Malet', 'Sébastian Montangeron', 'Solange Milhaud', 'Catalina Denis', 'Toby Leonard Moore']",['Gérard Krawczyk'],[],['Luc Besson']
4351,"['Jennifer Lopez', 'Martin Sheen', 'Antonio Banderas', 'Maya Zapata', 'Sônia Braga', 'Kate del Castillo', 'Randall Batinkoff', 'Juan Diego Botto', 'Irineo Alvarez', 'Julio Cedillo', 'Zaide Silvia Gutiérrez', 'Rene Rivera', 'Karolinah Villarreal', 'Debrianna Mansini', 'J.D. Garfield', 'Juanes', 'Teresa Ruiz', 'Marilyn Dodds Frank', 'Paul Blott', 'Doris Hargrave', 'Amelia Zapata', 'Peter Gonzales Falcon', 'John Norman', 'Gonzalo Mauro Montiel Aguirre', 'Mike Campos', 'Jorge Urzua', 'Ruben Rojas', 'Irene Estrada', 'Deborah Martinez', 'Eduardo Garza', 'Miguel Piliado', 'Héctor Zavala', 'Ronald Robert Hamilton', 'Arlin Alcala', 'Brandon Smith', 'Charles Dowdy III']",['Gregory Nava'],['Graeme Revell'],['Gregory Nava']
2009,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov', 'Alexandru Potocean', 'Luminița Gheorghiu', 'Adi Carauleanu', 'Liliana Mocanu', 'Doru Ana', 'Ion Sapdaru', 'Cerasela Iosifescu', 'Tania Popa', 'Teodor Corban', 'Eugenia Bosânceanu', 'Marioara Sterian', 'Georgeta Paduraru Burdujan', 'Geo Dobre', 'Mădălina Ghițescu', 'Catalina Harabagiu', 'Sanziana Tarta', 'Adina Cristescu', 'Constantin Bojog']",['Cristian Mungiu'],[],['Cristian Mungiu']
3469,"['Julie Christie', 'Terence Stamp', 'Alan Bates', 'Peter Finch', 'Fiona Walker', 'Prunella Ransome', 'Alison Leggatt', 'Paul Dawkins', 'Julian Somers', 'Freddie Jones', 'Andrew Robertson', 'Brian Rawlinson', 'Vincent Harding', 'Victor Stone', 'Owen Berry', 'Lawrence Carter', 'Pauline Melville']",['John Schlesinger'],[],['Frederic Raphael']
2252,"['Naomi Watts', 'Viggo Mortensen', 'Vincent Cassel', 'Armin Mueller-Stahl', 'Sinéad Cusack', 'Donald Sumpter', 'Jerzy Skolimowski', 'Josef Altin', 'Mina E. Mina', 'Aleksander Mikic', 'Sarah-Jeanne Labrosse', 'Tatiana Maslany', 'Tereza Srbová', 'David Papava', 'Tamer Hassan', 'Raza Jaffrey', 'Elisa Lasowski', 'Alice Henley', 'Tony Cook']",['David Cronenberg'],['Howard Shore'],['Steven Knight']
2728,"['Zack Ward', 'Dave Foley', 'Chris Coppola', 'J.K. Simmons', 'Michael Benyaer', 'Jackie Tohn', 'Erick Avari', 'Ralf Moeller', 'Chris Spencer', 'Seymour Cassel', 'David Huddleston', 'Verne Troyer', 'Uwe Boll', 'Vince Desiderio', 'Larry Thomas', 'Michaela Mann', 'Melanie Papalia', 'Lorielle New', 'Michael Paré', 'Lindsay Hollister', 'Brent Mendenhall', 'Rick Hoffman', 'Holly Eglinton', 'Lucie Guest', 'Carrie Genzel', 'Daniel Boileau', 'Heather Feeney', 'Paulino Nunes', 'Merik Tadros', 'Julia Sandberg Hansson', 'Mike Antonakos', 'Jodie Stewart', 'Bill Mondy', 'Samir El Sharkawi', 'Jason Emanuel', 'Geoff Gustafson', 'Colin Foo', 'Steffen Mennekes', 'Reese Alexander', 'Tony Alcantar']",['Uwe Boll'],[],[]
